###	N.B.: File summary located at bottom of TSV file.					Suggested command to download: 			cut -f 1 ./metadata_2023-10-04-17h-48m.tsv | tail -n +3 | grep -v ^# | xargs -n 1 curl -O -L --user <access_key_id>:<access_key_secret>
File Download URL	Experiment Set Accession	Experiment Accession	File Accession	Size (MB)	md5sum	File Type	File Format	Related File Relationship	Related File	Paired End	File Status	Experiment Type	Replicate Info	Assay Details	Biosource	Dataset	Condition	In Experiment As	Generating Lab	Experimental Lab	Contributing Lab	Notes	Open Data URL
https://data.4dnucleome.org/files-processed/4DNFIKN1GCWY/@@download/4DNFIKN1GCWY.bed.gz	N/A	4DNEXR1MXRCU	4DNFIKN1GCWY	0.00	c3612c1644e12637ba12c470ea44e36d	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 1, Techrep 1	LMNB1 protein	HCT116 (Tier 2)	pADamID on HCT116	LaminB1 antibody	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/496bc6f8-3c14-4a3f-a31b-7746f965b0e4/4DNFIKN1GCWY.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIKO1BSG4/@@download/4DNFIKO1BSG4.bed.gz	N/A	4DNEX2JVFH3P	4DNFIKO1BSG4	0.01	f7fe88f6711c9d47943866bc6dfaf5af	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 4, Techrep 1	LMNB2 protein	HCT116 (Tier 2)	pADamID on HCT116	LaminB2 antibody	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/669978f3-1f69-4510-b12b-8100befe0089/4DNFIKO1BSG4.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIKSEZOJR/@@download/4DNFIKSEZOJR.bed.gz	4DNESXKBPZKQ	N/A	4DNFIKSEZOJR	0.00	c00e16bcd70f547a1a043d3519ce3988	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	H1-hESC (Tier 1)	DamID-seq on H1-hESC cells (2017-12-14)	LaminB1-Dam	100 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e395550a-c186-48a8-94ce-3519d8b6a7ea/4DNFIKSEZOJR.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIKSFGLJS/@@download/4DNFIKSFGLJS.bed.gz	N/A	4DNEXEXYA9DI	4DNFIKSFGLJS	0.00	55599c69ed7912b33b7e4165a2faeb2f	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	LMNB2 protein	K562 (Tier 2)	pADamID on K562	LaminB2 antibody	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c0b2642d-a508-4237-97d3-7d82840cc626/4DNFIKSFGLJS.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIKTTF8BH/@@download/4DNFIKTTF8BH.bed.gz	N/A	4DNEX3AJKH19	4DNFIKTTF8BH	0.01	246bbb504b7bc44c8b24e415c31211a0	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 3, Techrep 1	LMNB2 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB2 antibody	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bb7f6878-efb1-4e31-a76f-035aa795975e/4DNFIKTTF8BH.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIKTTWEWA/@@download/4DNFIKTTWEWA.bed.gz	N/A	4DNEXV4IOIR9	4DNFIKTTWEWA	0.00	9fd2f0ad463ca07cb7a87582f8d34ffe	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	HAP-1 (Tier 2)	DamID-seq on HAP-1 cells (2018-10-22)	LaminB1-Dam	50 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bffa0fd1-55e5-4dba-8c3d-7f56c974877b/4DNFIKTTWEWA.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIKWZ1RZN/@@download/4DNFIKWZ1RZN.bed.gz	N/A	4DNEXTTYNWII	4DNFIKWZ1RZN	0.00	da86dabbedb38059ce189c5cacba9eb9	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 3, Techrep 1	LMNB1 protein	H1-hESC (Tier 1)	DamID-seq on H1-hESC cells (2017-12-14)	LaminB1-Dam	25 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e7e200c6-dcae-4aa4-b0d6-08888eb8697e/4DNFIKWZ1RZN.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIL58OY7M/@@download/4DNFIL58OY7M.bed.gz	4DNESUETFCBR	N/A	4DNFIL58OY7M	0.03	ee1f927c27873af9c89529fee2458cd4	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	H3K9me3	HAP-1 (Tier 2)	pADamID on Hap1	H3K9me3 antibody	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/52e80750-226f-4aed-9a2d-5b29a91eb752/4DNFIL58OY7M.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIL84R13R/@@download/4DNFIL84R13R.bed.gz	4DNESHGTQ73M	N/A	4DNFIL84R13R	0.02	cc3b684d08c4445230b1a7ebc3b7dff5	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	RPE-hTERT (Tier 2)	DamID-seq on RPE cells (2018-10-22)	LaminB1-Dam	2 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3dcb6c54-08c0-4a5c-a737-2c655b6a0f17/4DNFIL84R13R.bed.gz
https://data.4dnucleome.org/files-processed/4DNFILEEI71M/@@download/4DNFILEEI71M.bed.gz	4DNESQPX39AA	N/A	4DNFILEEI71M	0.00	9228896e429fecf217e56986c63943a1	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LaminA/C protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminAC antibody	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ced7d241-4e49-4a7a-848d-f9bb11fd06f1/4DNFILEEI71M.bed.gz
https://data.4dnucleome.org/files-processed/4DNFILF4TTUG/@@download/4DNFILF4TTUG.bed.gz	4DNESXZ4FW4T	N/A	4DNFILF4TTUG	0.05	f2a4d33e97f6910af4039b24097c05d0	LADs	bed	derived from, derived from	4DNFI396W2WY, 4DNFIYQBRZMZ	N/A	archived	DamID-seq	merged replicates	LMNB1 protein	HFFc6 (Tier 1)	DamID-seq on HFFc6 cells (2017-12-14)	LaminB1-Dam	Archived Processed Files from Previous Pipeline Runs	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bb9b4d64-3378-471c-aef1-cfc3126d2908/4DNFILF4TTUG.bed.gz
https://data.4dnucleome.org/files-processed/4DNFILFGRFMW/@@download/4DNFILFGRFMW.bed.gz	N/A	4DNEXUJUPQ4D	4DNFILFGRFMW	0.00	8f09c575189d7517210c5853db779b79	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	RPE-hTERT (Tier 2)	DamID-seq on RPE cells (2018-10-22)	LaminB1-Dam	80 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/adf72299-dd09-4a2e-8aa9-439798d1fed5/4DNFILFGRFMW.bed.gz
https://data.4dnucleome.org/files-processed/4DNFILHTLAWD/@@download/4DNFILHTLAWD.bed.gz	N/A	4DNEXYZYQDZ6	4DNFILHTLAWD	0.00	c446d761d3d7287f82a48abbccc6cc4b	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 6, Techrep 1	N/A	HAP-1 (Tier 2)	pADamID on Hap1	pADam-only control	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/03c55cd4-f151-4191-9a18-37e2a65b0c5e/4DNFILHTLAWD.bed.gz
https://data.4dnucleome.org/files-processed/4DNFILJ3UQ5X/@@download/4DNFILJ3UQ5X.bed.gz	4DNES19V4V3C	N/A	4DNFILJ3UQ5X	0.00	f84553a29b976e12bde6c417e774228c	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB2 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB2 antibody - synchronized 6h after mitotic shakeoff	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/dc215e0a-b326-449f-8f29-4f28f72b634f/4DNFILJ3UQ5X.bed.gz
https://data.4dnucleome.org/files-processed/4DNFILJQ3ZZY/@@download/4DNFILJQ3ZZY.bed.gz	N/A	4DNEX4G5LKKU	4DNFILJQ3ZZY	0.00	d21b3feb1cf9a0396e295ca020b59ea8	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 4, Techrep 1	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/800068f1-df7b-4923-b5d5-476eed52dd56/4DNFILJQ3ZZY.bed.gz
https://data.4dnucleome.org/files-processed/4DNFILSYHZ8M/@@download/4DNFILSYHZ8M.bed.gz	4DNESHGTQ73M	N/A	4DNFILSYHZ8M	0.01	ec3380e6b631f112f55b9f883ee500cd	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	RPE-hTERT (Tier 2)	DamID-seq on RPE cells (2018-10-22)	LaminB1-Dam	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4efff4d8-a9db-4218-9754-f283d4bd3a7c/4DNFILSYHZ8M.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIM1A5C19/@@download/4DNFIM1A5C19.bed.gz	N/A	4DNEXVVOUTW9	4DNFIM1A5C19	0.09	0b74eb1cbaf65fc6b32687090abbff5a	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 4, Techrep 1	N/A	HAP-1 (Tier 2)	pADamID on Hap1	pADam-only control	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/fa196f2a-8c17-4c67-921b-8b6e8043beb9/4DNFIM1A5C19.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIM29RSXW/@@download/4DNFIM29RSXW.bed.gz	N/A	4DNEXBVLEO7Z	4DNFIM29RSXW	0.00	945dfc0fbdd953ce84ea9a5c46e0248b	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 1, Techrep 1	LMNB2 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB2 antibody - synchronized 21h after mitotic shakeoff	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f90c29fc-a057-43a3-bf20-91dcd80aa40e/4DNFIM29RSXW.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIM2X94N9/@@download/4DNFIM2X94N9.bed.gz	N/A	4DNEXTTYNWII	4DNFIM2X94N9	0.01	aa24d577813e4d77f9a822394b0c2f5b	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 3, Techrep 1	LMNB1 protein	H1-hESC (Tier 1)	DamID-seq on H1-hESC cells (2017-12-14)	LaminB1-Dam	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/284d5402-0107-44e4-bc2b-1aeb578eff84/4DNFIM2X94N9.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIM585QOX/@@download/4DNFIM585QOX.bed.gz	N/A	4DNEXMRJPX7X	4DNFIM585QOX	0.00	fb6d9a4646766a7835b33627544a4278	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 2, Techrep 1	LMNB1 protein	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	LaminB1-Dam	250 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8f3b9291-df96-46af-b809-d42920a0d5bf/4DNFIM585QOX.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIM6NJ2YY/@@download/4DNFIM6NJ2YY.bed.gz	4DNESB2HMY7D	N/A	4DNFIM6NJ2YY	0.01	5e883fe4bce853e6769daacc26ffd568	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	U2OS	DamID-seq on U2OS cells (2020-07-01)	LaminB1-Dam	1kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b448c45e-0d44-4d53-91fb-5555cf19de45/4DNFIM6NJ2YY.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIM6YO124/@@download/4DNFIM6YO124.bed.gz	N/A	4DNEXWGX4XXU	4DNFIM6YO124	0.01	1b9709edc71eeca79f6c8ff0f125b697	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 3, Techrep 1	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3e4f6f42-31b1-4eef-ac75-57e2dc77bb2f/4DNFIM6YO124.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIM719AZZ/@@download/4DNFIM719AZZ.bed.gz	4DNESHGTQ73M	N/A	4DNFIM719AZZ	0.01	c23e8881ba3f45437c05b84dfcc174e9	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	RPE-hTERT (Tier 2)	DamID-seq on RPE cells (2018-10-22)	LaminB1-Dam	10 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8b266d26-8c61-48de-864c-b381bffeeeaf/4DNFIM719AZZ.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIM8YGTCK/@@download/4DNFIM8YGTCK.bed.gz	N/A	4DNEX3AJKH19	4DNFIM8YGTCK	0.01	a2be572675e75cf877a58673855cbb9e	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 3, Techrep 1	LMNB2 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB2 antibody	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3200264c-9984-4a51-b982-6212776cc15b/4DNFIM8YGTCK.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIMEVCZCO/@@download/4DNFIMEVCZCO.bed.gz	4DNESUMP6SS1	N/A	4DNFIMEVCZCO	0.00	88dcb8d29a13f72bf3d8c790b532cfc6	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB1 protein	K562 (Tier 2)	pADamID on K562	LaminB1 antibody	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c1a8d7c7-2d7b-462c-830d-d14d272b05b3/4DNFIMEVCZCO.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIMIFLZPJ/@@download/4DNFIMIFLZPJ.bed.gz	N/A	4DNEXR716AG4	4DNFIMIFLZPJ	0.00	57b35c2268cde0de65fdb2efb070e833	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	H1-hESC (Tier 1)	DamID-seq on H1-hESC cells (2017-12-14)	LaminB1-Dam	80 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b3859df0-da57-40cd-9b76-6ef5efc9b537/4DNFIMIFLZPJ.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIMJ82OWR/@@download/4DNFIMJ82OWR.bed.gz	4DNESII2Q1AV	N/A	4DNFIMJ82OWR	0.01	359d87ebc9fcdd24133ba967cdcdfe68	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	N/A	K562 (Tier 2)	pADamID on K562	pADam-only control	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0428b763-3742-40fe-a74e-7b7c75b7f1ca/4DNFIMJ82OWR.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIMLBN483/@@download/4DNFIMLBN483.bed.gz	4DNESUK5H9Y8	N/A	4DNFIMLBN483	0.00	2d11c642108314cf19666ed39afd47c6	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	HAP-1 (Tier 2)	DamID-seq on HAP-1 cells (2018-10-22)	LaminB1-Dam	80 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/003d01fa-5432-413f-a212-eb70ae4d69ba/4DNFIMLBN483.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIMNB9HSG/@@download/4DNFIMNB9HSG.bed.gz	4DNES8MY5YM8	N/A	4DNFIMNB9HSG	0.01	6e5cb93403bf04b390a406f15168daf7	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0ebdf1af-c787-451a-b960-13cb51822bcd/4DNFIMNB9HSG.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIMPVHNKM/@@download/4DNFIMPVHNKM.bed.gz	N/A	4DNEXKDTXKW1	4DNFIMPVHNKM	0.00	e15b9ebea0b2e43920f190de11d30503	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 1, Techrep 1	LMNB2 protein	K562 (Tier 2)	pADamID on K562	LaminB2 antibody - G1 sorted cells	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/583f35c2-3670-4b6a-a74f-e375126477e9/4DNFIMPVHNKM.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIMSEHC6N/@@download/4DNFIMSEHC6N.bed.gz	N/A	4DNEX1PST7JA	4DNFIMSEHC6N	0.01	1f079b02d9195eb3a39c4c5919d4d292	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	U2OS	DamID-seq on U2OS cells (2020-07-01)	LaminB1-Dam	10kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/919ef075-1457-4810-aae7-ea668cbfb052/4DNFIMSEHC6N.bed.gz
